NOME,TIPO,APLICACAO,categoria,codigo_fabricante,descricao,link,imagem,Destaque
"	xGen™ Universal Blockers 10bp TS, 16 rxn",Reagentes laboratoriais,NGS,IDT,1081100,"xGen™ Universal Blockers 10bp TS (16 rxn)

Código do produto: 1081100
Oligos bloqueadores para captura por hibridização compatíveis com bibliotecas ligation-based que utilizam dual-indexing 10 bp (TruSeq-style), com o mesmo racional de bloquear adaptadores para elevar on-target e robustez em capturas multiplexadas.",https://www.idtdna.com/site/order/stock/partnbr/1081100,\Imagens\produtos\TCL280-500ML.JPG,F
"xGen™ Library Amplification Primer Mix, 16 rxn",Reagentes laboratoriais,NGS,IDT,1077675,"xGen™ Library Amplification Primer Mix (16 rxn)

Código do produto: 1077675
Mistura de primers para amplificação de bibliotecas no workflow xGen, com controle de qualidade documentado em COA (ex.: pureza por eletroforese capilar >85%, confirmação por ESI das espécies de primers e critério funcional de eficiência de PCR 90–110% e NTC Cq >40). Listado como primer mix do ecossistema de adaptadores/índices xGen para workflows Illumina-compatíveis.",https://www.idtdna.com/site/order/stock/partnbr/1077675,\Imagens\produtos\invitek.jpg,F
"xGen™ Human Cot DNA, 150 µL",Reagentes laboratoriais,NGS,IDT,1080768,"xGen™ Human Cot DNA (150 µL)

Código do produto: 1080768
DNA Cot humano para bloqueio de sequências repetitivas durante captura por hibridização; utilizado para melhorar especificidade/eficiência do enriquecimento. COA com especificação típica de concentração ~1,0–1,2 mg/mL e A260/A280 1,8–2,1, com armazenamento recomendado a −20 °C.",https://www.idtdna.com/site/order/stock/partnbr/1080768,\Imagens\produtos\TCL280-500ML.JPG,F
Artic V5.3.2 NCOV-2019 Panel,Reagentes laboratoriais,NGS,IDT,10016495,"ARTIC V5.3.2 NCOV-2019 Panel

Código do produto: 10016495
Painel de amplicons para sequenciamento de SARS-CoV-2 (parceria com ARTIC Network), composto por 98 primers em dois pools para amplificação do genoma viral;  Amplicons com média de ~400 bp, com recomendação de 2×250 em sequenciadores Illumina para cobertura adequada. Especificação publicada: para amostras com Ct <30, reporta ~99,7% de cobertura (99 amplicons contíguos; coordenadas 50–29.827).",https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-amplicon-sequencing/predesigned-amplicon-panels/artic-sc2-amp-panel,\Imagens\produtos\rabbits2.jpg,F
T100 Thermal Cycler,Equipamentos,PCR,Bio-Rad,1861096,"T100 Thermal Cycler

Código do produto: 1861096

Termociclador para PCR convencional com bloco de 96 poços, equipado com gradiente térmico em 8 colunas, permitindo otimização simultânea de primers e condições de anelamento em uma única corrida. Apresenta uniformidade térmica precisa, controle independente por coluna e interface touchscreen colorida, facilitando uso em rotinas de PCR, padronizações e ensino. Compatível com tubos e placas padrão de 0,2 mL, é indicado para laboratórios que buscam robustez, simplicidade operacional e confiabilidade térmica.",https://www.bio-rad.com/pt-br/product/t100-thermal-cycler?ID=LGTWGIE8Z,\Imagens\produtos\MB554-20PR.JPG,F
PTC Tempo 96 Thermal Cycler,Equipamentos,PCR,Bio-Rad,12015382,"PTC Tempo 96 Thermal Cycler

Código do produto: 12015382

Termociclador de alto desempenho com bloco fixo de 96 poços (0,2 mL) e controle térmico projetado para máxima reprodutibilidade. Apresenta precisão térmica de ±0,2 °C em relação ao valor programado (referência a 90 °C) e uniformidade térmica de ±0,4 °C poço-a-poço, atingida em até 10 s após chegar a 90 °C. Possui gradiente programável em 8 linhas, com amplitude de 1–24 °C (faixa operacional do gradiente: 30–100 °C), acelerando padronizações e reduzindo retrabalho experimental. Compatível com placas low-profile de saia completa e com conectividade BR.io (além de Wi-Fi/Ethernet/USB), permitindo gestão multiusuário e integração com ambiente digital do laboratório.",https://www.bio-rad.com/pt-br/sku/12015382-ptc-tempo-96-thermal-cycler?ID=12015382,\Imagens\produtos\MB580-20PR.JPG,F
PTC Tempo Deepwell Thermal Cycler,Equipamentos,PCR,Bio-Rad,12015392,"PTC Tempo Deepwell Thermal Cycler

Código do produto: 12015392

Termociclador de alto desempenho projetado para placas deepwell, permitindo volumes de reação elevados sem comprometer a qualidade térmica. Possui precisão térmica de ±0,2 °C em relação ao valor programado (a 90 °C) e uniformidade térmica poço-a-poço de ±0,4 °C, atingida rapidamente após estabilização do bloco. Incorpora gradiente programável em 8 linhas, com amplitude de 1–24 °C (faixa de gradiente entre 30–100 °C), acelerando padronizações mesmo em protocolos de maior volume. Compatível com placas deepwell de 96 poços, integra conectividade BR.io (Wi-Fi, Ethernet e USB), possibilitando monitoramento remoto, gestão multiusuário e rastreabilidade operacional em ambientes de alta demanda.",https://www.bio-rad.com/pt-br/sku/17009656-ptc-tempo-deepwell-thermal-cycler-for-food-applications?ID=17009656,\Imagens\produtos\MB530-20PR.JPG,F
CFX Opus 96 Real-Time PCR System,Equipamentos,qPCR,Bio-Rad,17007992,"CFX Opus 96 Real-Time PCR System

Código do produto: 17007992

Sistema de qPCR em tempo real com bloco fixo de 96 poços (0,2 mL), projetado para alta reprodutibilidade analítica. Apresenta precisão térmica de ±0,2 °C e uniformidade poço-a-poço de ±0,3 °C, assegurando consistência entre corridas e entre amostras dentro da mesma placa. O sistema óptico utiliza excitação por LEDs de longa vida útil e detecção baseada em fotodiodos, com 6 canais ópticos independentes, permitindo análise robusta de SYBR Green e sondas de hidrólise multiplexadas. É compatível com os principais fluoróforos utilizados em qPCR, incluindo FAM™, HEX™, ROX™, Texas Red™, Cy5™ e Cy5.5™, garantindo flexibilidade para ensaios singleplex e multiplex. Oferece ampla faixa dinâmica de até 10 logs, elevada sensibilidade para detecção de alvos de baixa abundância e discriminação espectral precisa, reduzindo crosstalk entre fluoróforos. Integra-se nativamente ao software CFX Maestro, que centraliza aquisição, análise quantitativa, controle de qualidade da corrida e rastreabilidade de dados, atendendo fluxos de pesquisa avançada e aplicações reguladas.",https://www.bio-rad.com/pt-br/sku/17007992-cfx-opus-96-real-time-pcr-system?ID=17007992,\Imagens\produtos\MB619-20PR.JPG,F
CFX Maestro Software,Equipamentos,qPCR,Bio-Rad,12013758,"CFX Maestro Software

Código do produto: 12013758

Software dedicado à aquisição, análise e gestão de dados de qPCR para sistemas CFX. Permite quantificação absoluta e relativa, análise de curvas padrão, eficiência de amplificação, controle de qualidade da corrida e exportação estruturada de dados. Projetado para ambientes multiusuário, oferece rastreabilidade, organização de projetos e conformidade com fluxos regulados, sendo peça central no ecossistema CFX.",https://www.bio-rad.com/pt-br/product/cfx-maestro-software-for-cfx-real-time-pcr-instruments?ID=OKZP7E15,\Imagens\produtos\MB618-20PR.JPG,F
QX200 Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,1864001,"QX200 Droplet Digital PCR System

Código do produto: 1864001

Sistema de PCR digital em gotículas (ddPCR) para quantificação absoluta de ácidos nucleicos, baseado na partição da amostra em ~20.000 gotículas por poço. Opera em 2 cores (FAM™ e HEX™), permitindo detecção precisa sem necessidade de curva padrão. A análise estatística é fundamentada na Lei de Poisson, proporcionando alta precisão, reprodutibilidade e sensibilidade para aplicações como CNV, mutações raras, edição gênica, expressão gênica e quantificação de cargas virais. O sistema é composto por gerador de gotículas, termociclador e leitor de gotículas, com workflow consolidado e amplamente validado no mercado de ddPCR.",https://www.bio-rad.com/pt-br/life-science/digital-pcr/qx200-droplet-digital-pcr-system,\Imagens\produtos\MB571-20PR.JPG,F
QX600 Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,17007769,"QX600 Droplet Digital PCR System

Código do produto: 17007769

Sistema de ddPCR de última geração projetado para multiplexação avançada e maior capacidade operacional. Realiza a partição da amostra em aproximadamente 20.000 gotículas por poço, mantendo a quantificação absoluta baseada na Lei de Poisson, porém com arquitetura óptica de 6 cores, permitindo análise simultânea de múltiplos alvos em uma única reação. É compatível com os principais fluoróforos do mercado, incluindo FAM™, HEX™, ROX™, Texas Red™, Cy5™ e Cy5.5™, viabilizando multiplexação de alta complexidade. O sistema foi desenvolvido para laboratórios de alto throughput, com automação aprimorada, maior produtividade e escalabilidade para aplicações avançadas em oncologia molecular, genômica de precisão e pesquisa translacional.",https://www.bio-rad.com/pt-br/product/qx600-droplet-digital-pcr-system?ID=b07d12ac-0585-fc4c-a586-3ddf20d5c4a0,\Imagens\produtos\MB544-20PR.JPG,F
QX700 E Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,17011036,"QX700 E Droplet Digital PCR System

Código do produto: 17011036

Sistema de Droplet Digital™ PCR (ddPCR™) para quantificação absoluta de ácidos nucleicos sem necessidade de curvas padrão, com multiplex de 7 cores e workflow simplificado. O instrumento é compacto e ideal para laboratórios de baixa a média demanda, suportando de 16 até 48 amostras por corrida, com volume de entrada típico de 5 µL por partição e partições de aproximadamente 17 000 droplets por bem, gerados automaticamente para posterior leitura digital. A instrumentação integrada (geração de droplets, termociclo e leitura) permite operação “walkaway” com análise intuitiva, produzindo resultados quantitativos robustos em até 2,5 h para uma corrida completa ou cerca de 5 h para 96 amostras extrapoladas. Com 7 canais ópticos independentes, o sistema possibilita multiplexação de alta complexidade, ampliando aplicações em pesquisa molecular, quantificação de cargas virais, detecção de variantes raras e análise de expressão gênica em painéis multialvos.",https://www.bio-rad.com/pt-br/product/qx700-e-droplet-digital-pcr-system?ID=b57da820-ce69-dfb0-e18e-165216d308fd,\Imagens\produtos\MB542-20PR.JPG,F
GelDoc™ Go Gel Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12009077,"GelDoc™ Go Gel Imaging System

Código do produto: 12009077

Sistema compacto de imaging para gel que permite aquisição de imagens de alta resolução de géis de DNA e proteínas, com área de captura de até 21 cm × 14 cm e detector CMOS de 6,3 MP para ótima qualidade de imagem. O design óptico avançado possibilita a visualização de até quatro mini-géis simultaneamente em um equipamento de bancada. Inclui Image Lab Touch Software, com recursos de captura automática, análise automática e gerenciamento de usuários, além de suporte a diversos modos de excitação (Trans-UVB padrão, Epi-white e opções Trans-white e Trans-blue) para flexibilidade em aplicações de gelologia e colorimetria. Ideal para rotinas de documentação de gel com rapidez e simplicidade.",https://www.bio-rad.com/pt-br/product/geldoc-go-gel-imaging-system-with-image-lab-touch-software?ID=a8afe220-4936-6fd4-c1b6-65bf9ecf0f2d,\Imagens\produtos\Rabbit.jpg,F
ChemiDoc™ Go Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12018025,"ChemiDoc™ Go Imaging System

Código do produto: 12018025

Sistema de imaging multimodal para gel e blot, combinando detecção de fluorescência, quimioluminescência e colorimetria em um formato benchtop. Equipado com detector CMOS avançado (20,48 MP) e Image Lab Touch Software, oferece captura sensível de imagens de géis de DNA, proteínas e western blots, com suporte a tecnologias como StarBright™ Blue (como StarBright 520 e 700) para fluorescência rentável e multiplexada. Opera com Smart Tray Technology para ajuste automático de parâmetros conforme a bandeja de amostra escolhida e inclui modos como auto-foco, auto-exposição e image flat fielding, otimizados para cada aplicação. Compatível com uma ampla gama de necessidades de detecção e análise, mantendo alta sensibilidade e faixa dinâmica em interfaces intuitivas.",https://www.bio-rad.com/pt-br/category/chemidoc-go-imaging-system?ID=a97c1fd5-b7a6-9f68-1f4a-3ace14711b65,\Imagens\produtos\Rabbit.jpg,F
ChemiDoc™ MP Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12003154,"ChemiDoc™ MP Imaging System

Código do produto: 12003154

Sistema de imaging completo para gel e western blot que integra fluorescência multiplex (RGB, far-red e near-IR), quimioluminescência, Stain-Free e colorimetria em um único instrumento. Projetado para detecção de múltiplos fluoróforos (incluindo anticorpos secundários StarBright™ e corantes como SYPRO Ruby, Coomassie e prata), permite imaging flexível e sensível de proteínas e ácidos nucleicos em géis e blots. O sistema inclui computador interno, display touchscreen de 12″, Image Lab Touch e Image Lab Software, e Smart Tray Technology que reconhece automaticamente a bandeja de amostras e ajusta os parâmetros de imaging para otimizar resultados. A combinação de sensibilidade alta, amplo espectro de detecção e facilidade de uso o torna adequado para aplicações desde rotina de laboratório até estudos quantitativos avançados.",https://www.bio-rad.com/pt-br/product/chemidoc-mp-imaging-system?ID=NINJ8ZE8Z,\Imagens\produtos\invitek.jpg,F
PowerPac™ Basic Power Supply,Equipamentos,Eletroforese,Bio-Rad,1645050,"PowerPac™ Basic Power Supply

Código do produto: 1645050

Fonte de alimentação para eletroforese projetada para aplicações básicas, como eletroforese de gel submerso horizontal ou vertical (mini/midi), com potência máxima de 75 W. Fornece saída programável de 10–300 V e 4–400 mA, com modo de saída constante em tensão ou corrente e função de crossover automático que otimiza parâmetros quando limites são alcançados. Permite controle de tempo programável (1 min – 99 h 59 min), função pause/resume e possui display LED de 3 dígitos. Os terminais de saída são pares de conectores banana recuados em paralelo e o design compacto é empilhável, facilitando organização em bancadas de eletroforese.",https://www.bio-rad.com/pt-br/product/powerpac-basic-power-supply?ID=bea5dea1-cef0-43ad-8af5-b2c0287f6e07,\Imagens\produtos\1001136100.jpg,F
PowerPac™ HC High-Current Power Supply,Equipamentos,Eletroforese,Bio-Rad,1645052,"PowerPac™ HC High-Current Power Supply

Código do produto: 1645052

Fonte de alimentação de alta corrente com capacidade de até 250 V, 3,0 A e 300 W, indicada para aplicações de alta demanda, incluindo eletroforese de alto rendimento e western blotting. Permite programar saída de voltagem (5–250 V), corrente (0,01–3,0 A) ou potência (1–300 W) com incréments ajustáveis finos, além de temporizador integrado (1 min – 99 h 59 min). A programação intuitiva por LCD de 2 linhas por 16 caracteres facilita visualização dos parâmetros, e a unidade possui detecção de condições de falta de carga, sobrecarga e proteção contra curto-circuito.",https://www.bio-rad.com/pt-br/product/powerpac-basic-power-supply?ID=bea5dea1-cef0-43ad-8af5-b2c0287f6e07,\Imagens\produtos\G1245-500G.jpg,F
PowerPac Universal Power Supply,Equipamentos,Eletroforese,Bio-Rad,1645070,"PowerPac Universal Power Supply

Código do produto: 1645070

Fonte de alimentação versátil para uma ampla gama de aplicações de eletroforese e blotting, combinando potência e flexibilidade operacional. Oferece saída ajustável de 10–500 V, 0,01–2,5 A e até 500 W, com três modos de operação (tensão constante, corrente constante ou potência constante) e crossover automático entre eles. Possui LCD gráfico retroiluminado (128 × 64) que mostra os parâmetros da corrida em tempo real, controle de tempo programável (1 min – 99 h 59 min) e armazenamento de métodos programáveis (até 9 métodos com até 9 passos cada). Os recursos incluem recuperação automática após falta de energia, múltiplas proteções de segurança e terminais banana em paralelo para conectividade robusta.",https://www.bio-rad.com/pt-br/product/powerpac-universal-power-supply?ID=89cb0329-d728-4689-87e8-47d77fd0a9f0,\Imagens\produtos\M1363-500G.jpg,F
"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 4-gel, for 1.0 mm",Equipamentos,Eletroforese,Bio-Rad,1658001,"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 4-gel, for 1.0 mm

Código do produto: 1658001

Sistema de eletroforese vertical mini para 1–4 géis (precast ou handcast), com configuração 4-gel para géis de 1,0 mm. Permite corridas rápidas (1 a 4 mini géis em 15–20 min) e casting confiável graças às gaxetas termoplásticas, que selam firmemente para casting sem vazamentos, além de frames com fechamento por came para alinhamento preciso. Nesta configuração, inclui companion module, 2 casting stands, 4 casting frames, pentes 10 poços, 5 short plates e 5 spacer plates, otimizando produtividade em SDS-PAGE e aplicações relacionadas.",https://www.bio-rad.com/pt-br/sku/1658001FC-mini-protean-tetra-vertical-electrophoresis-cell-4-gel-for-1-0-mm-thick-handcast-gels?ID=1658001FC,\Imagens\produtos\invitek.jpg,F
"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 2-gel, for 1.0 mm",Equipamentos,Eletroforese,Bio-Rad,1658003,"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 2-gel, for 1.0 mm

Código do produto: 1658003

Sistema de eletroforese vertical mini com configuração 2-gel para géis de 1,0 mm, compatível com o ecossistema Mini-PROTEAN/Ready Gel (precast e handcast). Mantém o mesmo conjunto de diferenciais do Tetra: montagem simples, mecanismo de vedação patenteado para reduzir erros no casting, e capacidade de rodar mini géis com rapidez (15–20 min). Inclui casting stand, casting frames, pentes 10 poços, 5 short plates e 5 spacer plates; e pode ser convertido para 4 géis com a adição do companion running module (1658038).",https://www.bio-rad.com/pt-br/sku/1658003FC-mini-protean-tetra-vertical-electrophoresis-cell-2-gel-for-1-0-mm-thick-handcast-gels?ID=1658003FC,\Imagens\produtos\AL006A-500ML.jpg,F
"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 4-gel, for 1.5 mm",Equipamentos,Eletroforese,Bio-Rad,1658006,"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 4-gel, for 1.5 mm

Código do produto: 1658006

Sistema de eletroforese vertical mini em configuração 4-gel para géis de 1,5 mm, suportando 1–4 mini géis (precast ou handcast) e possibilitando corridas rápidas (15–20 min). O conjunto de casting foi desenhado para consistência: gaxetas termoplásticas para vedação sem vazamentos, frames com fechamento por came para alinhamento preciso e casting mais reprodutível. Nesta configuração, inclui companion module, 2 casting stands, 4 casting frames, pentes 10 poços, 5 short plates e 5 spacer plates.",https://www.bio-rad.com/pt-br/sku/1658007FC-mini-protean-tetra-vertical-electrophoresis-cell-2-gel-for-1-5-mm-thick-handcast-gels?ID=1658007FC,\Imagens\produtos\AL028A.jpg,F
"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 2-gel, for 1.5 mm",Equipamentos,Eletroforese,Bio-Rad,1658007,"Mini-PROTEAN® Tetra Vertical Electrophoresis Cell, 2-gel, for 1.5 mm

Código do produto: 1658007

Sistema de eletroforese vertical mini em configuração 2-gel para géis de 1,5 mm, compatível com Mini-PROTEAN/Ready Gel e com arquitetura projetada para setup rápido e casting seguro (vedação para reduzir falhas e vazamentos). Permite rodar mini géis de forma ágil (15–20 min) e atende rotinas de SDS-PAGE e triagens. Inclui 1 casting stand, 2 casting frames, pentes 10 poços e 5 conjuntos de placas de vidro; e, se necessário, a plataforma permite expansão de configuração dentro da família Tetra via acessórios apropriados.",https://www.bio-rad.com/pt-br/sku/1658007FC-mini-protean-tetra-vertical-electrophoresis-cell-2-gel-for-1-5-mm-thick-handcast-gels?ID=1658007FC,\Imagens\produtos\TCL280-500ML.JPG,F
"Mini-Sub Cell GT Horizontal Electrophoresis System, 7 x 10 cm tray",Equipamentos,Eletroforese,Bio-Rad,1704466,"Mini-Sub Cell GT Horizontal Electrophoresis System, 7 × 10 cm tray
Código do produto: 1704466
Sistema compacto de eletroforese horizontal para separação rápida de DNA/RNA em gel de agarose, fornecido com bandeja UV-transparente de 7 × 10 cm e pentes 8 e 15 poços. Formato mini com capacidade típica de 8–30 amostras e volume de tampão ~270 mL, favorecendo economia de tampão e corridas ágeis em bancada.",https://www.bio-rad.com/pt-br/sku/1704466-mini-sub-cell-gt-horizontal-electrophoresis-system-7-x-10-cm-tray?ID=1704466,\Imagens\produtos\MH033-500G.jpg,F
"Wide Mini-Sub Cell GT Horizontal Electrophoresis System, 15 x 10 cm tray",Equipamentos,Eletroforese,Bio-Rad,1704468,"Wide Mini-Sub Cell GT Horizontal Electrophoresis System, 15 × 10 cm tray
Código do produto: 1704468
Sistema horizontal “wide” para triagens com maior produtividade, capaz de rodar até 60 amostras simultaneamente, com plataforma larga que permite 30 amostras por pente. Acompanha bandeja UV-transparente 15 × 10 cm e pentes 15 e 20 poços; o conjunto é compatível/intercambiável (pentes, suportes e bandejas) com unidades maiores da linha Sub-Cell GT, facilitando padronização e expansão de capacidade.",https://www.bio-rad.com/pt-br/sku/1704468-wide-mini-sub-cell-gt-horizontal-electrophoresis-system-15-x-10-cm-tray?ID=1704468,\Imagens\produtos\TCL280-500ML.JPG,F
"Sub-Cell GT Horizontal Electrophoresis System, 15 x 25 cm tray",Equipamentos,Eletroforese,Bio-Rad,1704404,"Sub-Cell GT Horizontal Electrophoresis System, 15 × 25 cm tray
Código do produto: 1704404
Sistema horizontal versátil para rotinas de maior escala, fornecido com tanque, tampa com cabos, bandeja 15 × 25 cm, nível de bolha e pentes 15 e 20 poços. Plataforma com ampla faixa de throughput (1–120 amostras), volume de tampão ~1 L e taxa de migração de bromofenol azul de ~3,0 cm/h a 75 V, suportando bandejas de diferentes comprimentos dentro da família (15 × 10 até 15 × 25 cm).",https://www.bio-rad.com/pt-br/sku/1704404-sub-cell-gt-horizontal-electrophoresis-system-15-x-25-cm-tray?ID=1704404,\Imagens\produtos\invitek.jpg,F
Trans-Blot® Turbo™ Transfer System,Equipamentos,Eletroforese,Bio-Rad,1704150,"Trans-Blot® Turbo™ Transfer System
Código do produto: 1704150
Sistema de transferência semi-dry de alta produtividade para Western blot, realizando transferências de qualidade em até 3 minutos. Permite transferir 1–4 géis mini ou 1–2 géis midi por corrida, com eficiência superior vs. métodos tradicionais e maior rapidez vs. tanque úmido. Fornecido com o instrumento, 2 cassetes de transferência e rolo para montagem.",https://www.bio-rad.com/pt-br/sku/1704150EDU-trans-blot-turbo-transfer-system?ID=1704150EDU,\Imagens\produtos\TCL280-500ML.JPG,F
Trans-Blot® SD Semi-Dry Electrophoretic Transfer Cell,Equipamentos,Eletroforese,Bio-Rad,1703940,"Trans-Blot® SD Semi-Dry Electrophoretic Transfer Cell
Código do produto: 1703940
Célula de transferência semi-dry para blotting rápido e econômico, operando sem tanque de tampão, com requisito de tampão de 200 mL. Capacidade para até 4 sanduíches de gel Mini-PROTEAN/Ready Gel ou 3 géis Criterion, com tamanho máximo de gel 24 × 16 cm; recomendação de fonte PowerPac™ HC para operação.",https://www.bio-rad.com/pt-br/product/trans-blot-sd-semi-dry-transfer-cell?ID=b92801aa-76b7-45c9-825e-672589d01b00,\Imagens\produtos\rabbits2.jpg,F
Mini Trans-Blot Module,Equipamentos,Eletroforese,Bio-Rad,1703935,"Mini Trans-Blot Module
Código do produto: 1703935
Módulo de transferência para configuração modular: inclui 2 cassetes porta-gel, espumas, conjunto de eletrodos e unidade de resfriamento, sem tanque inferior e tampa. Totalmente compatível com a linha Mini-PROTEAN® Tetra (1658000–1658007), podendo ser pareado com o tanque/tampa do sistema Mini-PROTEAN para realizar transferências.",https://www.bio-rad.com/pt-br/sku/1703935-mini-trans-blot-module?ID=1703935,\Imagens\produtos\MB554-20PR.JPG,F
Gene Pulser Xcell Total System,Equipamentos,Eletroporação,Bio-Rad,1652660,"Gene Pulser Xcell Total System
Código do produto: 1652660
Sistema completo e modular de eletroporação para ampla gama de células (eucarióticas e procarióticas), com suporte a pulsos exponenciais ou quadrados e tensões de até 3.000 V. Ajustes avançados de capacitância e resistência (ex.: 25–3.275 µF na faixa de 10–500 V; 10/25/50 µF em alta tensão) permitem otimização fina por tipo celular; configuração “total” inclui os módulos necessários para máxima versatilidade do setup.",https://www.bio-rad.com/pt-br/product/gene-pulser-xcell-electroporation-systems?ID=b1a35eb3-d55c-47b3-aaf3-95e4d1d85848,\Imagens\produtos\MB580-20PR.JPG,F
Gene Pulser Xcell Eukaryotic System,Equipamentos,Eletroporação,Bio-Rad,1652661,"Gene Pulser Xcell Eukaryotic System
Código do produto: 1652661
Configuração dedicada para eucariotos, suportando pulsos exponenciais ou quadrados com ampla faixa de capacitância (25–3.275 µF em 10–500 V; 10/25/50 µF em 500–3.000 V) e controle de temporização de pulso para protocolos robustos. O conjunto inclui câmara/cubetas apropriadas para aplicações eucarióticas (ex.: 0,4 cm), favorecendo transfeção de células difíceis e padronização reprodutível.",https://www.bio-rad.com/pt-br/sku/1652661-gene-pulser-xcell-eukaryotic-system?ID=1652661,\Imagens\produtos\MB530-20PR.JPG,F
Gene Pulser Xcell Microbial System,Equipamentos,Eletroporação,Bio-Rad,1652662,"Gene Pulser Xcell Microbial System
Código do produto: 1652662
Sistema orientado a microrganismos, com pulsos exponenciais ou quadrados e parâmetros ajustáveis (capacitância 10/25/50 µF; resistência paralela 50–1.000 Ω + infinito), adequado para protocolos bacterianos e fúngicos. Fornecido com módulo para entrega de pulso exponencial e conjunto de cubetas estéreis para aplicações microbianas (ex.: 0,1 e 0,2 cm).",https://www.bio-rad.com/pt-br/sku/1652662-gene-pulser-xcell-microbial-system?ID=1652662,\Imagens\produtos\MB619-20PR.JPG,F
iTaq Universal SYBR® Green Supermix (200 rxn),Reagentes laboratoriais,qPCR,Bio-Rad,1725120,"iTaq Universal SYBR® Green Supermix (200 rxn)
Código do produto: 1725120
Master mix 2× pronto para uso para qPCR com corante, otimizado para qualquer instrumento de PCR em tempo real. Contém iTaq DNA Polymerase hot-start mediada por anticorpo, dNTPs, MgCl₂, SYBR Green I, realçadores/estabilizantes e blend de corantes de referência passiva (incluindo ROX e fluoresceína), garantindo compatibilidade com plataformas ROX-dependentes e independentes; ativação rápida (ex.: 30 s). Formato: 200 × 20 µL, 2 mL (2 × 1 mL).",https://www.bio-rad.com/pt-br/sku/1725120-itaq-universal-sybr-green-supermix-200-x-20-ul-rxns-2-ml-2-x-1-ml?ID=1725120,\Imagens\produtos\MB618-20PR.JPG,F
iTaq Universal Probes Supermix (200 rxn),Reagentes laboratoriais,qPCR,Bio-Rad,1725130,"iTaq Universal Probes Supermix (200 rxn)
Código do produto: 1725130
Supermix 2× para qPCR com sondas (hidrólise), contendo dNTPs, iTaq DNA polymerase, MgCl₂, realçadores/estabilizantes e corantes de normalização ROX, visando reprodutibilidade e rastreabilidade em quantificação por sonda. Formato: 200 × 20 µL, 2 mL (2 × 1 mL).",https://www.bio-rad.com/pt-br/sku/1725130-itaq-universal-probes-supermix-200-x-20-ul-rxns-2-ml-2-x-1-ml?ID=1725130,\Imagens\produtos\MB571-20PR.JPG,F
iTaq Universal Probes One-Step Kit (100 rxn),Reagentes laboratoriais,qPCR,Bio-Rad,1725140,"iTaq Universal Probes One-Step Kit (100 rxn)
Código do produto: 1725140
Kit one-step RT-qPCR para ensaios com sonda, em formato dois tubos, com 2× iTaq Universal Probes Reaction Mix (inclui iTaq DNA polymerase, tampões e ROX normalization dyes), iScript reverse transcriptase e água livre de nucleases, reduzindo manipulações e tempo de setup em workflows de RNA. Formato: 100 × 20 µL, 1 mL (1 × 1 mL).",https://www.bio-rad.com/pt-br/sku/1725140-itaq-universal-probes-one-step-kit-100-x-20-ul-rxns-1-ml?ID=1725140,\Imagens\produtos\MB544-20PR.JPG,F
Insta NX® Mag16 Plus,Equipamentos,"Extração, PCR, qPCR, ddPCR",Himedia,MBLA018-1NO,"Nome do produto: Insta NX® Mag16 Plus

Código fabricante: MBLA018-1NO

Extrator automatizado de ácido nucleico para extração e purificação de DNA e RNA com tecnologia de micropartículas magnéticas, com capacidade para processar 1–16 amostras por ciclo. Suporta volumes de amostra de 25–800 µl e volumes de eluição otimizáveis (≈50 µl), com interface de operação intuitiva e presets de protocolo configuráveis. Ideal para laboratórios que precisam reduzir intervenção manual enquanto obtêm ácidos nucleicos adequados para análises downstream como PCR e qPCR.",https://www.himedialabs.com/us/insta-nxr-mag16plus.html,\Imagens\produtos\MB542-20PR.JPG,F
Insta NX® Mag32 Plus,Equipamentos,"Extração, PCR, qPCR, ddPCR",Himedia,MBLA019-1NO,"Nome do produto: Insta NX® Mag32 Plus

Código fabricante: MBLA019-1NO

Extrator automatizado de ácido nucleico baseado em tecnologia de micropartículas magnéticas, com capacidade de processar 1–32 amostras por corrida. Projetado para purificação de DNA e RNA de diversas fontes, com volumes de processamento de 50–1000 µl e volumes de eluição ajustáveis (≈25–100 µl). O sistema possui interface touchscreen, software expansível para múltiplos protocolos, e é compatível com consumíveis de 96 picos magnéticos e placa Deep Well, favorecendo escalabilidade em workflows de extração.",https://www.himedialabs.com/us/insta-nxr-mag32-pro.html,\Imagens\produtos\Rabbit.jpg,F
